0, 256, 1, 0.000000
0, 256, 2, 0.000000
0, 256, 3, 0.000000
0, 256, 4, 0.000000
0, 256, 5, 0.000000
0, 256, 6, 0.000000
0, 256, 7, 0.000000
0, 256, 8, 0.000000
0, 256, 9, 0.000000
0, 256, 10, 0.000000
0, 256, 11, 0.000000
0, 256, 12, 0.000000
0, 256, 13, 0.000000
0, 256, 14, 0.000000
0, 256, 15, 0.000000
0, 256, 16, 0.000000
0, 512, 1, 0.000000
0, 512, 2, 0.000000
0, 512, 3, 0.000000
0, 512, 4, 0.000000
0, 512, 5, 0.000000
0, 512, 6, 0.000000
0, 512, 7, 0.000000
0, 512, 8, 0.000000
0, 512, 9, 0.000000
0, 512, 10, 0.000000
0, 512, 11, 0.000000
0, 512, 12, 0.000000
0, 512, 13, 0.000000
0, 512, 14, 0.000000
0, 512, 15, 0.000000
0, 512, 16, 0.000000
1, 256, 1, 0.001142
1, 256, 2, 0.000593
1, 256, 3, 0.000462
1, 256, 4, 0.000475
1, 256, 5, 0.000379
1, 256, 6, 0.000310
1, 256, 7, 0.000281
1, 256, 8, 0.000332
1, 256, 9, 0.000331
1, 256, 10, 0.000328
1, 256, 11, 0.000325
1, 256, 12, 0.000316
1, 256, 13, 0.000323
1, 256, 14, 0.000339
1, 256, 15, 0.000348
1, 256, 16, 0.000314
1, 512, 1, 0.004873
1, 512, 2, 0.002370
1, 512, 3, 0.001651
1, 512, 4, 0.001997
1, 512, 5, 0.001623
1, 512, 6, 0.001416
1, 512, 7, 0.001172
1, 512, 8, 0.001100
1, 512, 9, 0.000933
1, 512, 10, 0.000973
1, 512, 11, 0.001117
1, 512, 12, 0.001123
1, 512, 13, 0.001324
1, 512, 14, 0.001170
1, 512, 15, 0.001350
1, 512, 16, 0.001202
10, 256, 1, 0.014780
10, 256, 2, 0.007646
10, 256, 3, 0.005420
10, 256, 4, 0.006331
10, 256, 5, 0.004990
10, 256, 6, 0.004135
10, 256, 7, 0.003679
10, 256, 8, 0.003469
10, 256, 9, 0.003073
10, 256, 10, 0.003215
10, 256, 11, 0.003862
10, 256, 12, 0.003223
10, 256, 13, 0.003987
10, 256, 14, 0.003787
10, 256, 15, 0.003072
10, 256, 16, 0.003118
10, 512, 1, 0.043388
10, 512, 2, 0.018961
10, 512, 3, 0.012778
10, 512, 4, 0.013800
10, 512, 5, 0.012461
10, 512, 6, 0.010590
10, 512, 7, 0.009479
10, 512, 8, 0.008040
10, 512, 9, 0.007375
10, 512, 10, 0.006578
10, 512, 11, 0.005876
10, 512, 12, 0.005863
10, 512, 13, 0.007846
10, 512, 14, 0.007335
10, 512, 15, 0.006903
10, 512, 16, 0.007686
100, 256, 1, 0.094133
100, 256, 2, 0.047699
100, 256, 3, 0.032392
100, 256, 4, 0.039420
100, 256, 5, 0.032394
100, 256, 6, 0.027360
100, 256, 7, 0.023733
100, 256, 8, 0.021002
100, 256, 9, 0.019504
100, 256, 10, 0.018087
100, 256, 11, 0.017461
100, 256, 12, 0.016932
100, 256, 13, 0.021177
100, 256, 14, 0.028396
100, 256, 15, 0.030181
100, 256, 16, 0.028236
100, 512, 1, 0.366513
100, 512, 2, 0.182503
100, 512, 3, 0.157071
100, 512, 4, 0.154443
100, 512, 5, 0.125207
100, 512, 6, 0.103131
100, 512, 7, 0.088623
100, 512, 8, 0.079609
100, 512, 9, 0.071329
100, 512, 10, 0.064733
100, 512, 11, 0.064204
100, 512, 12, 0.063870
100, 512, 13, 0.080546
100, 512, 14, 0.082673
100, 512, 15, 0.072943
100, 512, 16, 0.075859
1000, 256, 1, 0.901159
1000, 256, 2, 0.466862
1000, 256, 3, 0.328139
1000, 256, 4, 0.327143
1000, 256, 5, 0.299045
1000, 256, 6, 0.173985
1000, 256, 7, 0.233165
1000, 256, 8, 0.210467
1000, 256, 9, 0.190462
1000, 256, 10, 0.181726
1000, 256, 11, 0.167150
1000, 256, 12, 0.163394
1000, 256, 13, 0.204264
1000, 256, 14, 0.199959
1000, 256, 15, 0.194699
1000, 256, 16, 0.242219
1000, 512, 1, 3.546540
1000, 512, 2, 1.844215
1000, 512, 3, 1.261699
1000, 512, 4, 1.499928
1000, 512, 5, 0.814294
1000, 512, 6, 1.040068
1000, 512, 7, 0.900567
1000, 512, 8, 0.787269
1000, 512, 9, 0.706147
1000, 512, 10, 0.646475
1000, 512, 11, 0.586969
1000, 512, 12, 0.581021
1000, 512, 13, 0.785423
1000, 512, 14, 0.732570
1000, 512, 15, 0.703717
1000, 512, 16, 0.711829
10000, 256, 1, 8.901205
10000, 256, 2, 4.656936
10000, 256, 3, 3.354648
10000, 256, 4, 2.843700
10000, 256, 5, 2.798788
10000, 256, 6, 2.576047
10000, 256, 7, 2.348242
10000, 256, 8, 2.103281
10000, 256, 9, 1.930072
10000, 256, 10, 1.806089
10000, 256, 11, 1.817006
10000, 256, 12, 1.749165
10000, 256, 13, 2.149798
10000, 256, 14, 2.241681
10000, 256, 15, 2.072980
10000, 256, 16, 2.088872
10000, 512, 1, 35.078262
10000, 512, 2, 18.234738
10000, 512, 3, 12.530484
10000, 512, 4, 10.788266
10000, 512, 5, 9.548274
10000, 512, 6, 10.153636
10000, 512, 7, 8.896492
10000, 512, 8, 7.918486
10000, 512, 9, 7.484021
10000, 512, 10, 6.914906
10000, 512, 11, 6.567481
10000, 512, 12, 6.322393
10000, 512, 13, 8.048832
10000, 512, 14, 7.790951
10000, 512, 15, 7.553079
10000, 512, 16, 7.467654
